@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

heart,2,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.276172,0.333433,55.661004,67.017091,28.793911,15.077823,13.716088,0.992893,0.519925,0.472969,13.810154,0.476212,1386.508199,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.942308,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.942308,0.321,0.011,0.317247,0.011105,8065765,40181,6482,?,0.186567
heart,2,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.246,0.307408,49.579923,61.786292,28.793911,13.579696,15.214216,0.992893,0.468265,0.524628,15.795397,0.544669,1585.822185,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.966346,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.966346,0.32,0.01,0.315436,0.010152,8132425,40181,6482,?,0.186567
heart,3,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,24,6,0,80,20,0,0.590909,0.2453,0.333354,49.316667,66.815095,29.906577,14.879302,15.027275,0.996886,0.495977,0.500909,15.952249,0.531742,1602.275971,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.959821,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.959821,0.314,0.009,0.308581,0.008939,8050199,40040,6623,?,0.164794
heart,3,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,24,6,0,80,20,0,0.594595,0.279067,0.343107,56.105331,68.769832,29.906577,16.520482,13.386095,0.996886,0.550683,0.446203,14.384004,0.479467,1444.758367,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.928571,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.928571,0.317,0.008,0.310729,0.007818,8000095,40040,6623,?,0.168539
heart,3,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.317633,0.364637,63.859018,73.085295,29.906577,18.251199,11.655378,0.996886,0.608373,0.388513,12.004894,0.400163,1205.795778,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.908482,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.908482,0.322,0.014,0.322144,0.014221,7896095,40040,6623,?,0.179775
heart,3,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.302833,0.383318,60.883533,76.829504,29.906577,19.78867,10.117907,0.996886,0.659622,0.337264,12.684336,0.422811,1274.040283,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.888393,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.888393,0.323,0.014,0.322902,0.014498,7949486,40040,6623,?,0.187266
heart,3,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,24,6,0,80,20,0,0.598214,0.283367,0.359333,56.969831,72.022201,29.906577,17.886012,12.020565,0.996886,0.5962,0.400686,13.991976,0.466399,1405.382217,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.877232,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.877232,0.327,0.013,0.324794,0.013499,7932789,40040,6623,?,0.164794
heart,3,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.2859,0.332423,57.479148,66.628403,29.906577,15.909642,13.996935,0.996886,0.530321,0.466564,14.03577,0.467859,1409.781025,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.955357,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.955357,0.323,0.013,0.320461,0.01233,8008856,40040,6623,?,0.172285
heart,3,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,21,9,0,70,30,0,0.38914,0.339633,0.420095,68.282038,84.200923,29.906577,21.812013,8.094564,0.996886,0.727067,0.269819,9.875511,0.329184,991.916236,0.8125,13,0.428571,6,0.571429,8,0.1875,3,0.684211,0.8125,0.742857,0.8125,0.7,0.316071,0.683929,0.3,0.704306,0.7,0.694857,0.8125,0.313,0.011,0.309767,0.010385,7788830,40040,6623,?,0.149813
heart,3,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.268552,0.33421,54.125097,67.173272,28.793911,15.405962,13.38795,0.992893,0.53124,0.461653,14.499694,0.499989,1455.736528,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.927885,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.927885,0.315,0.009,0.309604,0.008759,8074633,40181,6482,?,0.182836
heart,3,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,26,3,0,89.655172,10.344828,0,0.795294,0.284345,0.33333,57.308108,66.996375,28.793911,15.402916,13.390995,0.992893,0.531135,0.461758,13.58364,0.468401,1363.766789,0.8125,13,0,0,1,13,0.1875,3,1,0.8125,0.896552,0.985577,0.896552,0.084052,0.915948,0.103448,0.915948,0.896552,0.896552,0.985577,0.309,0.007,0.302327,0.007119,8051962,40181,6482,?,0.182836
heart,3,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.302931,0.362165,61.054054,72.792069,28.793911,18.667455,10.126456,0.992893,0.643705,0.349188,12.545924,0.432618,1259.582409,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.899038,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.899038,0.339,0.015,0.338975,0.014329,7986373,40181,6482,?,0.175373
heart,4,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.245567,0.300923,49.370279,60.31487,29.906577,13.676232,16.230345,0.996886,0.455874,0.541012,16.579737,0.552658,1665.302214,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.955357,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.955357,0.331,0.014,0.330809,0.014047,8134403,40040,6623,?,0.191011
heart,4,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.259067,0.30116,52.084405,60.362286,29.906577,14.03332,15.873257,0.996886,0.467777,0.529109,15.909913,0.53033,1598.023726,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.973214,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.973214,0.344,0.014,0.341969,0.013899,8152180,40040,6623,?,0.17603
heart,4,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,27,3,0,90,10,0,0.79638,0.2576,0.315136,51.789537,63.163554,29.906577,14.464455,15.442122,0.996886,0.482149,0.514737,15.749893,0.524996,1581.951008,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.955357,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.955357,0.329,0.013,0.325858,0.013546,8056635,40040,6623,?,0.191011
heart,4,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.3184,0.381219,64.013154,76.408847,29.906577,19.218365,10.688212,0.996886,0.640612,0.356274,11.679181,0.389306,1173.080482,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.879464,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.879464,0.318,0.011,0.314211,0.010926,7897166,40040,6623,?,0.157303
heart,4,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.669604,0.283733,0.362097,57.043548,72.576178,29.906577,18.526448,11.380129,0.996886,0.617548,0.379338,14.080136,0.469338,1414.237239,0.75,12,0.071429,1,0.928571,13,0.25,4,0.923077,0.75,0.827586,0.879464,0.833333,0.154762,0.845238,0.166667,0.84917,0.833333,0.832777,0.879464,0.312,0.009,0.306842,0.009432,7988901,40040,6623,?,0.172285
heart,4,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,21,9,0,70,30,0,0.37788,0.3342,0.404417,67.189686,81.058358,29.906577,20.851636,9.054941,0.996886,0.695055,0.301831,10.494249,0.349808,1054.063529,0.9375,15,0.571429,8,0.428571,6,0.0625,1,0.652174,0.9375,0.769231,0.875,0.7,0.333929,0.666071,0.3,0.747826,0.7,0.676923,0.875,0.306,0.008,0.300205,0.007804,7817643,40040,6623,?,0.149813
heart,4,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,27,3,0,90,10,0,0.8,0.246767,0.304606,49.611535,61.053142,29.906577,13.891474,16.015103,0.996886,0.463049,0.533837,16.504695,0.550156,1657.764779,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.96875,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.96875,0.335,0.014,0.334606,0.014123,8131229,40040,6623,?,0.187266
heart,4,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,22,7,0,75.862069,24.137931,0,0.529002,0.296414,0.349961,59.740541,70.339174,28.793911,16.530804,12.263107,0.992893,0.570028,0.422866,12.709554,0.43826,1276.010468,0.625,10,0.076923,1,0.923077,12,0.375,6,0.909091,0.625,0.740741,0.951923,0.758621,0.210544,0.789456,0.241379,0.800418,0.758621,0.755737,0.951923,0.324,0.014,0.324418,0.013886,7982830,40181,6482,?,0.175373
heart,4,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,19,10,0,65.517241,34.482759,0,0.302885,0.340586,0.413595,68.643243,83.129044,28.793911,22.071728,6.722183,0.992893,0.761094,0.231799,9.622938,0.331825,966.121177,0.6875,11,0.384615,5,0.615385,8,0.3125,5,0.6875,0.6875,0.6875,0.802885,0.655172,0.352288,0.647712,0.344828,0.655172,0.655172,0.655172,0.802885,0.345,0.015,0.342648,0.014629,7847941,40181,6482,?,0.171642
heart,4,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,21,8,0,72.413793,27.586207,0,0.434146,0.333793,0.426755,67.274131,85.774019,28.793911,22.483253,6.310658,0.992893,0.775285,0.217609,10.053937,0.346687,1009.392527,0.8125,13,0.384615,5,0.615385,8,0.1875,3,0.722222,0.8125,0.764706,0.8125,0.724138,0.296253,0.703747,0.275862,0.724486,0.724138,0.720757,0.8125,0.328,0.012,0.324933,0.011699,7836160,40181,6482,?,0.156716
heart,5,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.2709,0.34191,54.463453,68.529913,29.906577,16.039719,13.866858,0.996886,0.534657,0.462229,14.671967,0.489066,1473.681886,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.924107,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.924107,0.325,0.011,0.320093,0.011118,8073592,40040,6623,?,0.17603
heart,5,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.300967,0.381153,60.508246,76.395658,29.906577,19.406996,10.499581,0.996886,0.6469,0.349986,12.649099,0.421637,1270.500965,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.879464,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.879464,0.311,0.009,0.305561,0.009177,7863691,40040,6623,?,0.153558
heart,5,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.295467,0.34959,59.402491,70.069386,29.906577,16.807392,13.099185,0.996886,0.560246,0.43664,13.211976,0.440399,1327.037445,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.939732,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.939732,0.31,0.008,0.30368,0.008042,7976669,40040,6623,?,0.168539
heart,5,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,27,3,0,90,10,0,0.801762,0.249333,0.307722,50.127554,61.677588,29.906577,14.546949,15.359628,0.996886,0.484898,0.511988,16.491332,0.549711,1656.422606,0.8125,13,0,0,1,14,0.1875,3,1,0.8125,0.896552,0.955357,0.9,0.0875,0.9125,0.1,0.917647,0.9,0.899666,0.955357,0.331,0.014,0.330632,0.014382,8111971,40040,6623,?,0.187266
heart,5,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.3271,0.395315,65.762257,79.23415,29.906577,20.003473,9.903104,0.996886,0.666782,0.330103,10.981112,0.366037,1102.965021,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.839286,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.839286,0.327,0.017,0.32657,0.016181,7817214,40040,6623,?,0.153558
heart,5,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,24,6,0,80,20,0,0.590909,0.305733,0.393608,61.466567,78.891958,29.906577,21.199385,8.707192,0.996886,0.706646,0.29024,12.600367,0.420012,1265.60628,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.848214,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.848214,0.315,0.012,0.311716,0.012569,7736833,40040,6623,?,0.17603
heart,5,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.277433,0.336083,55.776956,67.361989,29.906577,15.93274,13.973837,0.996886,0.531091,0.465795,14.391533,0.479718,1445.514599,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.928571,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.928571,0.325,0.011,0.320408,0.011733,8086087,40040,6623,?,0.168539
heart,5,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.274586,0.338466,55.341313,68.028676,28.793911,15.548961,13.24495,0.992893,0.536171,0.456722,14.070856,0.485202,1412.682174,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.932692,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.932692,0.322,0.01,0.317544,0.009756,8051463,40181,6482,?,0.182836
heart,5,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.269483,0.331296,54.312741,66.587482,28.793911,15.425017,13.368894,0.992893,0.531897,0.460996,14.509969,0.500344,1456.768125,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.889423,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.889423,0.315,0.008,0.308007,0.008879,8090898,40181,6482,?,0.19403
heart,5,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.332276,0.367831,66.96834,73.930831,28.793911,18.297833,10.496079,0.992893,0.63096,0.361934,10.933566,0.37702,1097.705289,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.923077,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.923077,0.309,0.008,0.302085,0.007963,7950351,40181,6482,?,0.186567
heart,6,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.261033,0.317747,52.479796,63.687024,29.906577,14.660126,15.246451,0.996886,0.488671,0.508215,15.554386,0.51848,1562.313861,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.959821,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.959821,0.309,0.007,0.30114,0.006811,8072476,40040,6623,?,0.179775
heart,6,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.524887,0.321,0.376931,64.535874,75.549378,29.906577,19.04235,10.864227,0.996886,0.634745,0.362141,11.632412,0.387747,1168.382893,0.875,14,0.357143,5,0.642857,9,0.125,2,0.736842,0.875,0.8,0.897321,0.766667,0.24881,0.75119,0.233333,0.774801,0.766667,0.762667,0.897321,0.323,0.014,0.323342,0.01394,7898171,40040,6623,?,0.161049
heart,6,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.3337,0.401453,67.089163,80.464449,29.906577,21.600764,8.305813,0.996886,0.720025,0.27686,11.041654,0.368055,1109.045973,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.839286,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.839286,0.317,0.018,0.317186,0.017982,7765793,40040,6623,?,0.172285
heart,6,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.314867,0.400797,63.30279,80.332826,29.906577,21.571807,8.33477,0.996886,0.71906,0.277826,11.892813,0.396427,1194.538086,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.84375,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.84375,0.325,0.014,0.322656,0.01395,7735587,40040,6623,?,0.164794
heart,6,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,29,1,0,96.666667,3.333333,0,0.932735,0.198667,0.253292,39.941206,50.768075,29.906577,10.926229,18.980348,0.996886,0.364208,0.632678,19.578434,0.652614,1966.4973,1,16,0.071429,1,0.928571,13,0,0,0.941176,1,0.969697,0.964286,0.966667,0.038095,0.961905,0.033333,0.968627,0.966667,0.966554,0.964286,0.339,0.014,0.336089,0.01359,8271812,40040,6623,?,0.187266
heart,6,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.285133,0.348261,57.325012,69.802851,29.906577,16.658033,13.248544,0.996886,0.555268,0.441618,13.82103,0.460701,1388.212065,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.915179,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.915179,0.325,0.014,0.321763,0.013635,8005737,40040,6623,?,0.179775
heart,6,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.541485,0.3135,0.366892,63.028027,73.537234,29.906577,18.253746,11.652831,0.996886,0.608458,0.388428,12.123722,0.404124,1217.731068,0.625,10,0.071429,1,0.928571,13,0.375,6,0.909091,0.625,0.740741,0.950893,0.766667,0.213095,0.786905,0.233333,0.804147,0.766667,0.762738,0.950893,0.325,0.014,0.322226,0.013456,7930227,40040,6623,?,0.172285
heart,6,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.300586,0.369303,60.581467,74.226617,28.793911,17.711356,11.082556,0.992893,0.610736,0.382157,12.324994,0.425,1237.401527,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.894231,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.894231,0.322,0.011,0.318018,0.011205,8003640,40181,6482,?,0.164179
heart,6,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,24,5,0,82.758621,17.241379,0,0.653938,0.289793,0.355727,58.406178,71.498039,28.793911,16.480488,12.313423,0.992893,0.568293,0.424601,12.891745,0.444543,1294.302088,0.8125,13,0.153846,2,0.846154,11,0.1875,3,0.866667,0.8125,0.83871,0.908654,0.827586,0.168932,0.831068,0.172414,0.830378,0.827586,0.827998,0.908654,0.321,0.011,0.317035,0.01112,7995960,40181,6482,?,0.175373
heart,6,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.287552,0.344733,57.95444,69.288282,28.793911,16.228128,12.565783,0.992893,0.559591,0.433303,13.343962,0.460137,1339.703649,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.932692,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.932692,0.317,0.01,0.312433,0.010713,8059871,40181,6482,?,0.16791
heart,7,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.310533,0.367919,62.431589,73.743129,29.906577,18.218514,11.688064,0.996886,0.607284,0.389602,12.281176,0.409373,1233.546092,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.879464,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.879464,0.314,0.009,0.308619,0.009334,7975741,40040,6623,?,0.17603
heart,7,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.280567,0.322229,56.406901,64.585351,29.906577,15.666902,14.239675,0.996886,0.52223,0.474656,14.77325,0.492442,1483.855023,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.950893,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.950893,0.319,0.009,0.31354,0.008453,8045772,40040,6623,?,0.187266
heart,7,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,24,6,0,80,20,0,0.594595,0.305267,0.374382,61.372745,75.0385,29.906577,18.516051,11.390526,0.996886,0.617202,0.379684,12.435192,0.414506,1249.015698,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.883929,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.883929,0.314,0.008,0.307352,0.007803,7971944,40040,6623,?,0.179775
heart,7,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.250967,0.314941,50.455929,63.124564,29.906577,14.267678,15.6389,0.996886,0.475589,0.521297,15.983346,0.532778,1605.399417,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.955357,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.955357,0.305,0.007,0.298509,0.006887,8139399,40040,6623,?,0.172285
heart,7,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.299333,0.330624,60.17987,66.267821,29.906577,16.364127,13.542451,0.996886,0.545471,0.451415,13.596942,0.453231,1365.70428,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.977679,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.977679,0.327,0.015,0.326521,0.014916,8047819,40040,6623,?,0.183521
heart,7,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.2796,0.35276,56.212556,70.704744,29.906577,17.824285,12.082292,0.996886,0.594143,0.402743,14.285709,0.47619,1434.885338,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.910714,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.910714,0.329,0.014,0.328557,0.014668,7928390,40040,6623,?,0.187266
heart,7,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.329167,0.405137,66.177753,81.202774,29.906577,22.118993,7.787584,0.996886,0.7373,0.259586,10.945478,0.364849,1099.385865,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.819196,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.819196,0.329,0.015,0.326717,0.015274,7839883,40040,6623,?,0.149813
heart,7,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.296172,0.373941,59.691892,75.158761,28.793911,18.395103,10.398808,0.992893,0.634314,0.35858,12.674296,0.437045,1272.470631,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.860577,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.860577,0.326,0.013,0.323709,0.012162,7938076,40181,6482,?,0.16791
heart,7,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 1 -S 1',-2260823972777004705,20150617.1142,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.256207,0.318365,51.637066,63.988474,28.793911,14.073193,14.720718,0.992893,0.485283,0.507611,15.067931,0.519584,1512.786179,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.961538,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.961538,0.328,0.011,0.324998,0.010456,8088768,40181,6482,?,0.160448
