@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

heart,7,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.295724,0.390475,59.601544,78.482061,28.793911,19.527361,9.26655,0.992893,0.673357,0.319536,12.395102,0.427417,1244.440184,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.853365,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.853365,0.399,0.006,0.392962,0.006507,6480757,40181,6482,?,0.160448
heart,7,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.241517,0.316382,48.676448,63.589912,28.793911,13.631058,15.162853,0.992893,0.470036,0.522857,15.792463,0.544568,1585.527547,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.942308,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.942308,0.405,0.005,0.398824,0.005613,6646871,40181,6482,?,0.164179
heart,7,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,22,7,0,75.862069,24.137931,0,0.493766,0.292897,0.388787,59.03166,78.142703,28.793911,18.740664,10.053247,0.992893,0.64623,0.346664,12.460927,0.429687,1251.048915,0.9375,15,0.461538,6,0.538462,7,0.0625,1,0.714286,0.9375,0.810811,0.899038,0.758621,0.282659,0.717341,0.241379,0.78633,0.758621,0.746194,0.899038,0.41,0.012,0.40961,0.011898,6495744,40181,6482,?,0.160448
heart,8,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.265067,0.370812,53.290683,74.322886,29.906577,18.201357,11.70522,0.996886,0.606712,0.390174,14.631121,0.487704,1469.579217,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.901786,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.901786,0.413,0.012,0.412732,0.011806,6495783,40040,6623,?,0.168539
heart,8,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,29,1,0,96.666667,3.333333,0,0.932735,0.2054,0.262332,41.294918,52.580022,29.906577,11.118879,18.787699,0.996886,0.370629,0.626257,19.018301,0.633943,1910.236456,1,16,0.071429,1,0.928571,13,0,0,0.941176,1,0.969697,0.982143,0.966667,0.038095,0.961905,0.033333,0.968627,0.966667,0.966554,0.982143,0.422,0.012,0.419668,0.012042,6765371,40040,6623,?,0.194757
heart,8,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.275033,0.351078,55.294444,70.367584,29.906577,16.783679,13.122898,0.996886,0.559456,0.43743,14.458784,0.481959,1452.269344,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.924107,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.924107,0.417,0.012,0.415397,0.011711,6632694,40040,6623,?,0.168539
heart,8,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.516129,0.2919,0.401487,58.685426,80.471139,29.906577,22.605792,7.300785,0.996886,0.753526,0.243359,13.158011,0.4386,1321.617092,1,16,0.5,7,0.5,7,0,0,0.695652,1,0.820513,0.839286,0.766667,0.266667,0.733333,0.233333,0.837681,0.766667,0.748718,0.839286,0.397,0.009,0.393466,0.009612,6350672,40040,6623,?,0.172285
heart,8,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.296567,0.351316,59.623642,70.41522,29.906577,17.071977,12.8346,0.996886,0.569066,0.42782,13.153147,0.438438,1321.128547,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.919643,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.919643,0.406,0.009,0.401538,0.009391,6560463,40040,6623,?,0.179775
heart,8,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.2709,0.337617,54.463453,67.669536,29.906577,15.863732,14.042845,0.996886,0.528791,0.468095,14.799399,0.493313,1486.481436,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.919643,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.919643,0.399,0.008,0.393708,0.00822,6575607,40040,6623,?,0.179775
heart,8,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,27,3,0,90,10,0,0.8,0.2417,0.302751,48.5929,60.681245,29.906577,13.715543,16.191034,0.996886,0.457185,0.539701,16.778024,0.559267,1685.218516,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.950893,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.950893,0.4,0.008,0.394714,0.007092,6658049,40040,6623,?,0.194757
heart,8,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,23,6,0,79.310345,20.689655,0,0.569307,0.278828,0.356095,56.196139,71.572037,28.793911,16.159302,12.634609,0.992893,0.557217,0.435676,13.306466,0.458844,1335.939082,0.9375,15,0.384615,5,0.615385,8,0.0625,1,0.75,0.9375,0.833333,0.889423,0.793103,0.240219,0.759781,0.206897,0.812261,0.793103,0.785789,0.889423,0.416,0.006,0.409123,0.005975,6533665,40181,6482,?,0.16791
heart,8,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.305724,0.378535,61.616988,76.08224,28.793911,18.088603,10.705308,0.992893,0.623745,0.369149,11.838032,0.408208,1188.511685,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.870192,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.870192,0.417,0.014,0.416173,0.01428,6496346,40181,6482,?,0.156716
heart,8,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.323586,0.39399,65.216988,79.188612,28.793911,20.606666,8.187245,0.992893,0.710575,0.282319,11.104253,0.382905,1114.841872,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.846154,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.846154,0.409,0.012,0.40815,0.012351,6443344,40181,6482,?,0.175373
heart,9,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,27,3,0,90,10,0,0.8,0.240633,0.304428,48.37845,61.017292,29.906577,13.660916,16.245662,0.996886,0.455364,0.541522,16.757944,0.558598,1683.201608,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.959821,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.959821,0.418,0.012,0.416319,0.012062,6666392,40040,6623,?,0.191011
heart,9,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.2627,0.325149,52.814873,65.170611,29.906577,15.189568,14.717009,0.996886,0.506319,0.490567,15.385035,0.512835,1545.303913,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.946429,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.946429,0.412,0.011,0.409137,0.010582,6618053,40040,6623,?,0.17603
heart,9,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.520548,0.302333,0.362617,60.783009,72.680297,29.906577,17.862477,12.0441,0.996886,0.595416,0.40147,12.81047,0.427016,1286.709397,0.9375,15,0.428571,6,0.571429,8,0.0625,1,0.714286,0.9375,0.810811,0.924107,0.766667,0.257738,0.742262,0.233333,0.795767,0.766667,0.75707,0.924107,0.402,0.009,0.398629,0.009715,6469929,40040,6623,?,0.168539
heart,9,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.301933,0.384894,60.702591,77.145473,29.906577,19.91096,9.995617,0.996886,0.663699,0.333187,12.90098,0.430033,1295.800461,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.866071,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.866071,0.396,0.008,0.392273,0.008112,6432576,40040,6623,?,0.17603
heart,9,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.2954,0.374301,59.389088,75.022277,29.906577,18.06578,11.840797,0.996886,0.602193,0.394693,12.778825,0.425961,1283.530962,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.897321,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.897321,0.393,0.007,0.387229,0.007392,6460534,40040,6623,?,0.161049
heart,9,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.266367,0.326372,53.552043,65.415634,29.906577,15.277771,14.628806,0.996886,0.509259,0.487627,15.207344,0.506911,1527.456214,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.941964,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.941964,0.389,0.006,0.383157,0.006311,6585643,40040,6623,?,0.179775
heart,9,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,24,6,0,80,20,0,0.594595,0.255167,0.339165,51.300324,67.979788,29.906577,15.7458,14.160777,0.996886,0.52486,0.472026,15.459555,0.515319,1552.788853,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.910714,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.910714,0.412,0.012,0.411844,0.012458,6519156,40040,6623,?,0.161049
heart,9,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.249483,0.357696,50.281853,71.893653,28.793911,17.983102,10.81081,0.992893,0.620107,0.372787,15.317657,0.528195,1537.858177,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.884615,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.884615,0.409,0.013,0.409029,0.012723,6490209,40181,6482,?,0.16791
heart,9,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.276897,0.356129,55.80695,71.578732,28.793911,16.169145,12.624766,0.992893,0.557557,0.435337,13.440862,0.463478,1349.432191,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.908654,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.908654,0.414,0.01,0.411056,0.010585,6571999,40181,6482,?,0.16791
heart,9,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.292966,0.35856,59.04556,72.067334,28.793911,16.826956,11.966955,0.992893,0.58024,0.412654,12.822125,0.442142,1287.31234,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.923077,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.923077,0.413,0.01,0.409468,0.010285,6551379,40181,6482,?,0.16791
heart,10,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.296633,0.394706,59.637045,79.111948,29.906577,20.617716,9.288861,0.996886,0.687257,0.309629,12.718346,0.423945,1277.456239,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.852679,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.852679,0.41,0.01,0.407244,0.009203,6359814,40040,6623,?,0.17603
heart,10,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.231067,0.307944,46.455107,61.722123,29.906577,13.995318,15.911259,0.996886,0.466511,0.530375,17.315634,0.577188,1739.217191,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.941964,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.941964,0.409,0.008,0.404294,0.007962,6730462,40040,6623,?,0.179775
heart,10,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.225633,0.308515,45.362755,61.83656,29.906577,14.085089,15.821488,0.996886,0.469503,0.527383,17.55935,0.585312,1763.696477,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.939732,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.939732,0.415,0.007,0.408775,0.007304,6677654,40040,6623,?,0.187266
heart,10,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.253067,0.333701,50.878127,66.884575,29.906577,15.210131,14.696446,0.996886,0.507004,0.489882,15.658621,0.521954,1572.783476,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.910714,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.910714,0.396,0.006,0.390162,0.005839,6607032,40040,6623,?,0.172285
heart,10,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.267667,0.342954,53.813403,68.739331,29.906577,16.130987,13.77559,0.996886,0.5377,0.459186,14.908891,0.496963,1497.479078,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.933036,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.933036,0.411,0.012,0.411286,0.012457,6553244,40040,6623,?,0.168539
heart,10,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,24,6,0,80,20,0,0.598214,0.316433,0.386819,63.617763,77.531311,29.906577,19.466177,10.4404,0.996886,0.648873,0.348013,11.758054,0.391935,1181.002642,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.879464,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.879464,0.414,0.013,0.413851,0.012874,6442222,40040,6623,?,0.157303
heart,10,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.282,0.359544,56.695067,72.064497,29.906577,18.068734,11.837844,0.996886,0.602291,0.394595,14.058506,0.468617,1412.064663,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.90625,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.90625,0.406,0.012,0.40359,0.011104,6485447,40040,6623,?,0.153558
heart,10,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,21,8,0,72.413793,27.586207,0,0.457944,0.29931,0.359622,60.324324,72.280782,28.793911,16.981411,11.8125,0.992893,0.585566,0.407328,12.403262,0.427699,1245.259471,0.625,10,0.153846,2,0.846154,11,0.375,6,0.833333,0.625,0.714286,0.923077,0.724138,0.252984,0.747016,0.275862,0.749831,0.724138,0.722824,0.923077,0.408,0.01,0.403821,0.010342,6470081,40181,6482,?,0.16791
heart,10,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.295448,0.375597,59.545946,75.491613,28.793911,17.996009,10.797902,0.992893,0.620552,0.372341,12.56657,0.43333,1261.65521,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.853365,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.853365,0.408,0.01,0.404213,0.009528,6522974,40181,6482,?,0.179104
heart,10,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 2 -S 1',-2260823972777004705,20150617.1143,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.29669,0.346972,59.796139,69.73828,28.793911,16.24885,12.545061,0.992893,0.560305,0.432588,12.742001,0.439379,1279.268093,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.927885,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.927885,0.402,0.009,0.39808,0.008268,6560565,40181,6482,?,0.16791
heart,1,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,27,3,0,90,10,0,0.8,0.216233,0.294047,43.47292,58.936608,29.906577,12.411616,17.494961,0.996886,0.413721,0.583165,17.904053,0.596802,1798.319124,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.973214,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.973214,0.602,0.007,0.597843,0.00696,5154050,40040,6623,?,0.17603
heart,1,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.250433,0.318428,50.348705,63.823465,29.906577,14.439864,15.466713,0.996886,0.481329,0.515557,16.011316,0.533711,1608.208801,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.959821,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.959821,0.588,0.007,0.58437,0.00679,5107450,40040,6623,?,0.179775
heart,1,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.2298,0.29701,46.200448,59.530536,29.906577,13.128073,16.778504,0.996886,0.437602,0.559283,17.438884,0.581296,1751.596626,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.941964,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.941964,0.59,0.007,0.585976,0.007193,5163217,40040,6623,?,0.194757
heart,1,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.2166,0.313557,43.546637,62.847125,29.906577,13.632181,16.274396,0.996886,0.454406,0.54248,17.782212,0.59274,1786.081193,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.935268,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.935268,0.585,0.005,0.579736,0.005785,5155130,40040,6623,?,0.172285
heart,1,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.239767,0.299549,48.20421,60.039425,29.906577,13.415757,16.490821,0.996886,0.447192,0.549694,16.858469,0.561949,1693.298578,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.982143,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.982143,0.594,0.006,0.588963,0.005881,5170188,40040,6623,?,0.191011
heart,1,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,21,9,0,70,30,0,0.4,0.3234,0.423439,65.018386,84.871073,29.906577,24.457258,5.449319,0.996886,0.815242,0.181644,10.916214,0.363874,1096.446477,0.6875,11,0.285714,4,0.714286,10,0.3125,5,0.733333,0.6875,0.709677,0.803571,0.7,0.298214,0.701786,0.3,0.702222,0.7,0.700334,0.803571,0.567,0.005,0.562088,0.004979,4783949,40040,6623,?,0.17603
heart,1,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.3369,0.426925,67.732511,85.56975,29.906577,24.082508,5.824069,0.996886,0.80275,0.194136,10.489215,0.349641,1053.557899,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.821429,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.821429,0.576,0.01,0.575615,0.010563,4807802,40040,6623,?,0.183521
heart,1,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.225448,0.304402,45.437838,61.182089,28.793911,12.969349,15.824562,0.992893,0.447219,0.545675,16.80675,0.579543,1687.359724,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.961538,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.961538,0.613,0.01,0.613378,0.009967,5146252,40181,6482,?,0.175373
heart,1,9,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,268,29,19,10,0,65.517241,34.482759,0,0.282178,0.389448,0.471137,78.49112,94.694415,28.793911,25.557667,3.236244,0.992893,0.881299,0.111595,6.243835,0.215305,626.866954,0.8125,13,0.538462,7,0.461538,6,0.1875,3,0.65,0.8125,0.722222,0.677885,0.655172,0.381134,0.618866,0.344828,0.657471,0.655172,0.642982,0.677885,0.579,0.01,0.5789,0.010669,4806536,40181,6482,?,0.149254
heart,1,10,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1143,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.231138,0.338312,46.584556,67.997708,28.793911,15.803097,12.990814,0.992893,0.544934,0.447959,16.46237,0.567668,1652.784765,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.875,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.875,0.597,0.009,0.59415,0.008956,5065599,40181,6482,?,0.182836
heart,2,1,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.248967,0.333371,50.053837,66.818562,29.906577,15.329664,14.576913,0.996886,0.510989,0.485897,15.991552,0.533052,1606.223711,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.924107,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.924107,0.599,0.012,0.596102,0.012188,5081080,40040,6623,?,0.198502
heart,2,2,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.252567,0.329831,50.777603,66.10891,29.906577,15.113776,14.792801,0.996886,0.503793,0.493093,15.787418,0.526247,1585.720042,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.935268,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.935268,0.614,0.008,0.610962,0.008838,5082162,40040,6623,?,0.17603
heart,2,3,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.2541,0.36724,51.085874,73.607037,29.906577,20.258797,9.64778,0.996886,0.675293,0.321593,15.619674,0.520656,1568.871519,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.870536,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.870536,0.585,0.008,0.581882,0.008778,4949987,40040,6623,?,0.168539
heart,2,4,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.594595,0.3131,0.401666,62.947608,80.507025,29.906577,20.90877,8.997807,0.996886,0.696959,0.299927,11.970066,0.399002,1202.297513,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.830357,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.830357,0.582,0.008,0.579159,0.00805,4856069,40040,6623,?,0.191011
heart,2,5,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.3153,0.415234,63.38991,83.226588,29.906577,21.175204,8.731373,0.996886,0.70584,0.291046,11.361672,0.378722,1141.189195,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.819196,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.819196,0.581,0.009,0.576987,0.008128,4891885,40040,6623,?,0.168539
heart,2,6,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,24,6,0,80,20,0,0.605263,0.302367,0.395662,60.789711,79.303615,29.906577,20.391745,9.514832,0.996886,0.679725,0.317161,12.533965,0.417799,1258.936657,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.850446,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.850446,0.579,0.006,0.574508,0.006712,4923972,40040,6623,?,0.179775
heart,2,7,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.2416,0.29812,48.572795,59.753108,29.906577,13.406697,16.49988,0.996886,0.44689,0.549996,16.828152,0.560938,1690.253527,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.941964,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.941964,0.585,0.007,0.581195,0.00651,5201909,40040,6623,?,0.179775
heart,2,8,weka.classifiers.trees.RandomForest,'-I 1000 -K 4 -S 1',-2260823972777004705,20150617.1144,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.258138,0.347416,52.026255,69.827651,28.793911,15.467626,13.326285,0.992893,0.533366,0.459527,14.511421,0.500394,1456.913905,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.923077,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.923077,0.582,0.006,0.578268,0.005952,5076273,40181,6482,?,0.16791
