@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumPredictionLeaves numeric
@attribute measureNodesExpanded numeric
@attribute measureExamplesProcessed numeric
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric

@data

heart,5,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.299413,0.367732,60.344953,73.910918,28.793911,17.960101,10.83381,0.992893,0.619314,0.37358,12.659934,0.436549,1271.028802,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.879808,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.879808,0.079,0,0.07694,0.000108,17087,40181,6482,?,?,?,?,?,?,0,?
heart,5,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.26623,0.339738,53.6572,68.284269,28.793911,15.564731,13.22918,0.992893,0.536715,0.456179,14.384964,0.496033,1444.217822,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.918269,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.918269,0.08,0,0.079812,0.000124,17089,40181,6482,?,?,?,?,?,?,0,?
heart,5,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,26,3,0,89.655172,10.344828,0,0.792363,0.322834,0.367437,65.06548,73.851544,28.793911,18.794804,9.999107,0.992893,0.648097,0.344797,11.612054,0.400416,1165.824022,0.875,14,0.076923,1,0.923077,12,0.125,2,0.933333,0.875,0.903226,0.908654,0.896552,0.098475,0.901525,0.103448,0.899179,0.896552,0.896799,0.908654,0.087,0,0.085039,0.000111,17079,40181,6482,?,?,?,?,?,?,0,?
heart,6,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,27,3,0,90,10,0,0.79638,0.257815,0.312743,51.832758,62.683985,29.906577,14.544087,15.36249,0.996886,0.484803,0.512083,15.876741,0.529225,1594.691875,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.959821,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.959821,0.077,0,0.076648,0.000123,17083,40040,6623,?,?,?,?,?,?,0,?
heart,6,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.303506,0.384667,61.018677,77.099973,29.906577,19.657202,10.249376,0.996886,0.65524,0.341646,12.501802,0.416727,1255.70619,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.875,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.875,0.08,0,0.077714,0.000116,17089,40040,6623,?,?,?,?,?,?,0,?
heart,6,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.326238,0.403163,65.588902,80.807052,29.906577,22.638133,7.268444,0.996886,0.754604,0.242281,11.458611,0.381954,1150.925995,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.848214,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.848214,0.077,0,0.076686,0.000126,17093,40040,6623,?,?,?,?,?,?,0,?
heart,6,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.31251,0.393128,62.828961,78.795796,29.906577,20.707541,9.199036,0.996886,0.690251,0.306635,12.091942,0.403065,1214.538981,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.84375,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.84375,0.081,0,0.079488,0.000122,17087,40040,6623,?,?,?,?,?,?,0,?
heart,6,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,29,1,0,96.666667,3.333333,0,0.932735,0.183176,0.244356,36.826855,48.976983,29.906577,9.92405,19.982527,0.996886,0.330802,0.666084,20.21425,0.673808,2030.360008,1,16,0.071429,1,0.928571,13,0,0,0.941176,1,0.969697,0.986607,0.966667,0.038095,0.961905,0.033333,0.968627,0.966667,0.966554,0.986607,0.082,0,0.080661,0.000103,17093,40040,6623,?,?,?,?,?,?,0,?
heart,6,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.301324,0.372,60.580065,74.561093,29.906577,18.434576,11.472001,0.996886,0.614486,0.3824,12.71278,0.423759,1276.897265,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.879464,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.879464,0.08,0,0.080168,0.00013,17085,40040,6623,?,?,?,?,?,?,0,?
heart,6,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.283106,0.346487,56.917379,69.44741,29.906577,17.195027,12.71155,0.996886,0.573168,0.423718,14.277071,0.475902,1434.017761,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.924107,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.924107,0.08,0,0.07781,0.000107,17093,40040,6623,?,?,?,?,?,?,0,?
heart,6,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.29228,0.362706,58.907489,72.900718,28.793911,17.141388,11.652523,0.992893,0.591082,0.401811,12.793892,0.441169,1284.477845,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.899038,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.899038,0.077,0,0.076722,0.000122,17097,40181,6482,?,?,?,?,?,?,0,?
heart,6,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.658824,0.281205,0.355452,56.675285,71.442704,28.793911,16.31469,12.479222,0.992893,0.562576,0.430318,13.35432,0.460494,1340.74355,0.75,12,0.076923,1,0.923077,12,0.25,4,0.923077,0.75,0.827586,0.908654,0.827586,0.154509,0.845491,0.172414,0.845491,0.827586,0.827586,0.908654,0.083,0,0.081989,0.000115,17089,40181,6482,?,?,?,?,?,?,0,?
heart,6,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.281299,0.344393,56.694244,69.220008,28.793911,16.246033,12.547879,0.992893,0.560208,0.432685,13.786434,0.475394,1384.126852,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.903846,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.903846,0.082,0.001,0.080683,0.000104,17089,40181,6482,?,?,?,?,?,?,0,?
heart,7,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.316061,0.389208,63.54293,78.010057,29.906577,19.628024,10.278553,0.996886,0.654267,0.342618,11.728215,0.39094,1178.005525,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.834821,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.834821,0.081,0,0.081165,0.00013,17089,40040,6623,?,?,?,?,?,?,0,?
heart,7,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.274343,0.314408,55.155607,63.017785,29.906577,14.984194,14.922383,0.996886,0.499473,0.497413,15.078436,0.502615,1514.508442,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.982143,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.982143,0.08,0,0.07869,0.000115,17093,40040,6623,?,?,?,?,?,?,0,?
heart,7,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.316948,0.38291,63.721208,76.747646,29.906577,19.401164,10.505413,0.996886,0.646705,0.35018,11.849413,0.39498,1190.17893,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.879464,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.879464,0.078,0,0.07725,0.000126,17087,40040,6623,?,?,?,?,?,?,0,?
heart,7,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.246561,0.313157,49.570149,62.766918,29.906577,14.014206,15.892371,0.996886,0.46714,0.529746,16.153693,0.538456,1622.509408,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.950893,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.950893,0.081,0,0.079339,0.000135,17099,40040,6623,?,?,?,?,?,?,0,?
heart,7,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,29,1,0,96.666667,3.333333,0,0.933333,0.284886,0.328221,57.275226,65.786317,29.906577,15.863144,14.043433,0.996886,0.528771,0.468114,14.399743,0.479991,1446.339168,0.9375,15,0,0,1,14,0.0625,1,1,0.9375,0.967742,0.96875,0.966667,0.029167,0.970833,0.033333,0.968889,0.966667,0.966704,0.96875,0.085,0,0.083281,0.000116,17087,40040,6623,?,?,?,?,?,?,0,?
heart,7,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.672489,0.271541,0.351955,54.592346,70.543251,29.906577,17.90086,12.005717,0.996886,0.596695,0.400191,14.760768,0.492026,1482.601311,0.6875,11,0,0,1,14,0.3125,5,1,0.6875,0.814815,0.919643,0.833333,0.145833,0.854167,0.166667,0.877193,0.833333,0.830527,0.919643,0.078,0,0.077607,0.000127,17079,40040,6623,?,?,?,?,?,?,0,?
heart,7,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.326935,0.439806,65.729178,88.151613,29.906577,25.083791,4.822786,0.996886,0.836126,0.16076,10.871146,0.362372,1091.919823,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.8125,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.8125,0.082,0,0.080772,0.000119,17093,40040,6623,?,?,?,?,?,?,0,?
heart,7,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.306453,0.410228,61.763786,82.452122,28.793911,21.73539,7.058522,0.992893,0.749496,0.243397,11.923011,0.411138,1197.043329,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.8125,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.8125,0.078,0.001,0.077986,0.000122,17089,40181,6482,?,?,?,?,?,?,0,?
heart,7,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.237598,0.31646,47.886635,63.605759,28.793911,13.68303,15.110881,0.992893,0.471829,0.521065,16.008422,0.552015,1607.209359,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.961538,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.961538,0.085,0,0.084054,0.000124,17089,40181,6482,?,?,?,?,?,?,0,?
heart,7,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.569307,0.283417,0.366832,57.12121,73.729958,28.793911,17.639205,11.154706,0.992893,0.608248,0.384645,13.289676,0.458265,1334.253401,0.9375,15,0.384615,5,0.615385,8,0.0625,1,0.75,0.9375,0.833333,0.899038,0.793103,0.240219,0.759781,0.206897,0.812261,0.793103,0.785789,0.899038,0.085,0,0.083408,0.000109,17085,40181,6482,?,?,?,?,?,?,0,?
heart,8,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.28506,0.403213,57.310287,80.817162,29.906577,20.373823,9.532754,0.996886,0.679127,0.317758,13.219334,0.440644,1327.776537,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.897321,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.897321,0.076,0,0.076584,0.000127,17091,40040,6623,?,?,?,?,?,?,0,?
heart,8,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.226794,0.281737,45.596021,56.469444,29.906577,12.339292,17.567286,0.996886,0.41131,0.585576,17.664596,0.58882,1774.267571,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.977679,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.977679,0.077,0,0.07502,0.00011,17099,40040,6623,?,?,?,?,?,?,0,?
heart,8,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.284482,0.365529,57.193964,73.264099,29.906577,17.674118,12.232459,0.996886,0.589137,0.407749,13.585993,0.452866,1364.604521,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.897321,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.897321,0.075,0,0.074502,0.000127,17083,40040,6623,?,?,?,?,?,?,0,?
heart,8,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.657534,0.294525,0.394743,59.213156,79.119404,29.906577,22.060377,7.846201,0.996886,0.735346,0.26154,13.167548,0.438918,1322.575086,1,16,0.357143,5,0.642857,9,0,0,0.761905,1,0.864865,0.848214,0.833333,0.190476,0.809524,0.166667,0.873016,0.833333,0.826479,0.848214,0.084,0,0.082552,0.000122,17093,40040,6623,?,?,?,?,?,?,0,?
heart,8,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,24,6,0,80,20,0,0.60177,0.304742,0.369197,61.267208,73.999121,29.906577,18.541315,11.365262,0.996886,0.618044,0.378842,12.715302,0.423843,1277.150523,0.75,12,0.142857,2,0.857143,12,0.25,4,0.857143,0.75,0.8,0.915179,0.8,0.192857,0.807143,0.2,0.807143,0.8,0.8,0.915179,0.085,0,0.083085,0.000111,17089,40040,6623,?,?,?,?,?,?,0,?
heart,8,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,27,3,0,90,10,0,0.798206,0.266051,0.319418,53.488616,64.021883,29.906577,14.987683,14.918894,0.996886,0.499589,0.497296,15.334241,0.511141,1540.202082,0.9375,15,0.142857,2,0.857143,12,0.0625,1,0.882353,0.9375,0.909091,0.959821,0.9,0.105357,0.894643,0.1,0.901357,0.9,0.899663,0.959821,0.077,0,0.076379,0.000124,17097,40040,6623,?,?,?,?,?,?,0,?
heart,8,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.259522,0.32697,52.175996,65.535585,29.906577,15.2002,14.706378,0.996886,0.506673,0.490213,15.502763,0.516759,1557.128767,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.915179,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.915179,0.079,0,0.077511,0.00011,16970,40040,6623,?,?,?,?,?,?,0,?
heart,8,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.501229,0.286272,0.372047,57.696606,74.778092,28.793911,17.193568,11.600343,0.992893,0.592882,0.400012,12.73458,0.439123,1278.523053,0.875,14,0.384615,5,0.615385,8,0.125,2,0.736842,0.875,0.8,0.865385,0.758621,0.268236,0.731764,0.241379,0.765154,0.758621,0.753223,0.865385,0.074,0,0.073914,0.000131,17089,40181,6482,?,?,?,?,?,?,0,?
heart,8,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.302457,0.37324,60.958611,75.017935,28.793911,18.259589,10.534322,0.992893,0.629641,0.363252,12.347467,0.425775,1239.657731,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.889423,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.889423,0.085,0,0.083374,0.000112,17083,40181,6482,?,?,?,?,?,?,0,?
heart,8,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.33185,0.397408,66.882563,79.875501,28.793911,20.25571,8.538201,0.992893,0.698473,0.294421,10.551142,0.363832,1059.310805,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.860577,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.860577,0.08,0,0.079633,0.000123,17089,40181,6482,?,?,?,?,?,?,0,?
heart,9,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.242633,0.298248,48.780499,59.778631,29.906577,13.601727,16.30485,0.996886,0.453391,0.543495,16.786841,0.559561,1686.104116,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.973214,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.973214,0.087,0,0.085397,0.000119,17091,40040,6623,?,?,?,?,?,?,0,?
heart,9,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.266965,0.338515,53.672236,67.849621,29.906577,16.279768,13.626809,0.996886,0.542659,0.454227,15.129943,0.504331,1519.681925,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.919643,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.919643,0.082,0,0.081503,0.000126,17083,40040,6623,?,?,?,?,?,?,0,?
heart,9,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,24,6,0,80,20,0,0.587156,0.302074,0.363098,60.730873,72.776802,29.906577,17.873013,12.033564,0.996886,0.595767,0.401119,12.809352,0.426978,1286.597071,1,16,0.428571,6,0.571429,8,0,0,0.727273,1,0.842105,0.933036,0.8,0.228571,0.771429,0.2,0.854545,0.8,0.788517,0.933036,0.078,0.001,0.078022,0.000127,17089,40040,6623,?,?,?,?,?,?,0,?
heart,9,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,24,6,0,80,20,0,0.605263,0.305856,0.380092,61.491278,76.182975,29.906577,19.488484,10.418093,0.996886,0.649616,0.34727,12.665504,0.422183,1272.148703,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.875,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.875,0.075,0.001,0.074425,0.000117,17087,40040,6623,?,?,?,?,?,?,0,?
heart,9,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.303075,0.373193,60.932166,74.800099,29.906577,18.145323,11.761254,0.996886,0.604844,0.392042,12.363265,0.412109,1241.791266,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.897321,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.897321,0.08,0,0.080277,0.000127,17081,40040,6623,?,?,?,?,?,?,0,?
heart,9,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,27,3,0,90,10,0,0.79638,0.289661,0.34882,58.235369,69.915056,29.906577,17.252467,12.65411,0.996886,0.575082,0.421804,13.955151,0.465172,1401.683479,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.901786,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.901786,0.083,0.001,0.081684,0.000123,17093,40040,6623,?,?,?,?,?,?,0,?
heart,9,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,27,3,0,90,10,0,0.79638,0.271597,0.353197,54.603511,70.792242,29.906577,16.964114,12.942463,0.996886,0.56547,0.431415,14.637615,0.487921,1470.231557,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.888393,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.888393,0.08,0,0.080582,0.000126,17095,40040,6623,?,?,?,?,?,?,0,?
heart,9,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.717073,0.245556,0.350522,49.490376,70.451839,28.793911,16.807003,11.986908,0.992893,0.579552,0.413342,15.514361,0.534978,1557.606793,0.9375,15,0.230769,3,0.769231,10,0.0625,1,0.833333,0.9375,0.882353,0.903846,0.862069,0.155338,0.844662,0.137931,0.867294,0.862069,0.860379,0.903846,0.082,0,0.082445,0.000129,17083,40181,6482,?,?,?,?,?,?,0,?
heart,9,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.312719,0.390241,63.026674,78.434972,28.793911,19.198894,9.595018,0.992893,0.662031,0.330863,11.516069,0.397106,1156.187297,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.870192,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.870192,0.081,0.001,0.07926,0.000122,17087,40181,6482,?,?,?,?,?,?,0,?
heart,9,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.285469,0.344763,57.534771,69.294242,28.793911,16.101507,12.692404,0.992893,0.555224,0.437669,13.436069,0.463313,1348.950971,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.903846,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.903846,0.08,0,0.079871,0.000124,17087,40181,6482,?,?,?,?,?,?,0,?
heart,10,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',-5178288489778728847,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.289616,0.380183,58.226171,76.201167,29.906577,19.097007,10.80957,0.996886,0.636567,0.360319,13.257956,0.441932,1331.655812,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.875,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.875,0.085,0,0.083219,0.000118,17081,40040,6623,?,?,?,?,?,?,0,?
