@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumPredictionLeaves numeric
@attribute measureNodesExpanded numeric
@attribute measureExamplesProcessed numeric
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric

@data

heart,4,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.254667,0.357155,51.199801,71.58568,29.906577,18.45239,11.454187,0.996886,0.61508,0.381806,15.667989,0.522266,1573.724341,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.897321,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.897321,0.061,0,0.059096,0.00043,502689,40040,6623,?,?,?,?,?,?,0.183521,?
heart,4,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,21,9,0,70,30,0,0.37788,0.312,0.413489,62.726457,82.876822,29.906577,21.573116,8.333461,0.996886,0.719104,0.277782,11.659145,0.388638,1171.06804,0.9375,15,0.571429,8,0.428571,6,0.0625,1,0.652174,0.9375,0.769231,0.841518,0.7,0.333929,0.666071,0.3,0.747826,0.7,0.676923,0.841518,0.06,0.001,0.060073,0.000718,503219,40040,6623,?,?,?,?,?,?,0.172285,?
heart,4,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.230667,0.306257,46.374689,61.383958,29.906577,13.418494,16.488083,0.996886,0.447283,0.549603,17.132896,0.571097,1720.862553,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.948661,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.948661,0.061,0.001,0.060607,0.00073,511986,40040,6623,?,?,?,?,?,?,0.194757,?
heart,4,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.27,0.353363,54.416988,71.022881,28.793911,15.94386,12.850051,0.992893,0.549788,0.443105,13.804164,0.476006,1385.906851,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.932692,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.932692,0.06,0.001,0.06014,0.000709,508467,40181,6482,?,?,?,?,?,?,0.179104,?
heart,4,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,21,8,0,72.413793,27.586207,0,0.434146,0.326552,0.426578,65.814672,85.738461,28.793911,24.535977,4.257934,0.992893,0.846068,0.146825,10.244375,0.353254,1028.512129,0.8125,13,0.384615,5,0.615385,8,0.1875,3,0.722222,0.8125,0.764706,0.786058,0.724138,0.296253,0.703747,0.275862,0.724486,0.724138,0.720757,0.786058,0.059,0.001,0.058355,0.000667,490389,40181,6482,?,?,?,?,?,?,0.182836,?
heart,4,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.315517,0.423349,63.590734,85.089363,28.793911,23.522112,5.271799,0.992893,0.811107,0.181786,11.133231,0.383905,1117.751225,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.8125,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.8125,0.06,0.001,0.059963,0.000674,504018,40181,6482,?,?,?,?,?,?,0.186567,?
heart,5,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.251667,0.349376,50.596662,70.026354,29.906577,15.733677,14.1729,0.996886,0.524456,0.47243,15.334591,0.511153,1540.237187,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.912946,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.912946,0.065,0.001,0.064318,0.000689,510540,40040,6623,?,?,?,?,?,?,0.168539,?
heart,5,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.300667,0.408925,60.447932,81.962087,29.906577,22.125304,7.781274,0.996886,0.73751,0.259376,12.456318,0.415211,1251.137668,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.8125,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.8125,0.061,0.001,0.059452,0.000655,495773,40040,6623,?,?,?,?,?,?,0.157303,?
heart,5,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.282,0.361036,56.695067,72.363383,29.906577,17.10555,12.801027,0.996886,0.570185,0.426701,13.737756,0.457925,1379.847925,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.910714,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.910714,0.06,0.001,0.060166,0.00074,506885,40040,6623,?,?,?,?,?,?,0.183521,?
heart,5,4,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,27,3,0,90,10,0,0.801762,0.209333,0.302545,42.0857,60.639909,29.906577,14.102845,15.803732,0.996886,0.470095,0.526791,18.483783,0.616126,1856.54842,0.8125,13,0,0,1,14,0.1875,3,1,0.8125,0.896552,0.941964,0.9,0.0875,0.9125,0.1,0.917647,0.9,0.899666,0.941964,0.062,0.001,0.061875,0.000697,525360,40040,6623,?,?,?,?,?,?,0.194757,?
heart,5,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.524887,0.310667,0.386152,62.458396,77.397537,29.906577,19.169161,10.737416,0.996886,0.638972,0.357914,11.950395,0.398347,1200.321791,0.875,14,0.357143,5,0.642857,9,0.125,2,0.736842,0.875,0.8,0.863839,0.766667,0.24881,0.75119,0.233333,0.774801,0.766667,0.762667,0.863839,0.059,0.001,0.059374,0.000728,507962,40040,6623,?,?,?,?,?,?,0.183521,?
heart,5,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.590909,0.275,0.39295,55.287743,78.760164,29.906577,22.922045,6.984532,0.996886,0.764068,0.232818,14.059798,0.46866,1412.194453,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.841518,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.841518,0.058,0.001,0.058181,0.000681,488152,40040,6623,?,?,?,?,?,?,0.187266,?
heart,5,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.256667,0.338772,51.601893,67.901096,29.906577,15.434758,14.471819,0.996886,0.514492,0.482394,15.318946,0.510632,1538.665788,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.933036,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.933036,0.06,0,0.0593,0.000732,509394,40040,6623,?,?,?,?,?,?,0.187266,?
heart,5,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.266552,0.352278,53.722008,70.804835,28.793911,16.169,12.624912,0.992893,0.557552,0.435342,14.266054,0.491933,1432.279555,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.90625,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.90625,0.061,0,0.059335,0.000569,510493,40181,6482,?,?,?,?,?,?,0.205224,?
heart,5,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.232414,0.326687,46.841699,65.66113,28.793911,14.329555,14.464356,0.992893,0.494123,0.498771,16.21881,0.559269,1628.331855,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.908654,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.908654,0.06,0,0.059619,0.000688,510637,40181,6482,?,?,?,?,?,?,0.182836,?
heart,5,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.311724,0.360354,62.826255,72.428026,28.793911,17.448615,11.345296,0.992893,0.601676,0.391217,11.973968,0.412895,1202.15933,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.925481,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.925481,0.061,0.001,0.060815,0.000718,517284,40181,6482,?,?,?,?,?,?,0.205224,?
heart,6,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.229333,0.298641,46.106627,59.85754,29.906577,13.080734,16.825843,0.996886,0.436024,0.560861,17.402743,0.580091,1747.966568,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.957589,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.957589,0.067,0.001,0.067102,0.000772,522396,40040,6623,?,?,?,?,?,?,0.198502,?
heart,6,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.590909,0.299,0.383262,60.112855,76.818357,29.906577,18.99219,10.914387,0.996886,0.633073,0.363813,12.719518,0.423984,1277.573964,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.883929,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.883929,0.062,0.001,0.06221,0.000726,493944,40040,6623,?,?,?,?,?,?,0.187266,?
heart,6,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.297333,0.393251,59.777778,78.820499,29.906577,20.914815,8.991762,0.996886,0.697161,0.299725,12.940501,0.43135,1299.76999,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.863839,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.863839,0.058,0,0.058024,0.000693,483387,40040,6623,?,?,?,?,?,?,0.183521,?
heart,6,4,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.289,0.396808,58.102392,79.533378,29.906577,20.904673,9.001904,0.996886,0.696822,0.300063,13.149145,0.438305,1320.726601,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.854911,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.854911,0.063,0.001,0.061336,0.000692,479865,40040,6623,?,?,?,?,?,?,0.202247,?
heart,6,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,29,1,0,96.666667,3.333333,0,0.932735,0.164,0.234364,32.971599,46.974322,29.906577,9.326348,20.580229,0.996886,0.310878,0.686008,21.39662,0.713221,2149.119561,1,16,0.071429,1,0.928571,13,0,0,0.941176,1,0.969697,0.966518,0.966667,0.038095,0.961905,0.033333,0.968627,0.966667,0.966554,0.966518,0.062,0,0.061355,0.0007,544479,40040,6623,?,?,?,?,?,?,0.198502,?
heart,6,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.269333,0.356361,54.14848,71.426499,29.906577,16.391085,13.515493,0.996886,0.546369,0.450516,14.26803,0.475601,1433.109646,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.90625,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.90625,0.059,0.001,0.059624,0.000729,511495,40040,6623,?,?,?,?,?,?,0.172285,?
heart,6,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.669604,0.282,0.355668,56.695067,71.287628,29.906577,17.146556,12.760022,0.996886,0.571552,0.425334,13.977909,0.46593,1403.969375,0.75,12,0.071429,1,0.928571,13,0.25,4,0.923077,0.75,0.827586,0.933036,0.833333,0.154762,0.845238,0.166667,0.84917,0.833333,0.832777,0.933036,0.06,0,0.059826,0.000724,512280,40040,6623,?,?,?,?,?,?,0.187266,?
heart,6,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.501229,0.287586,0.380018,57.96139,76.3803,28.793911,18.098594,10.695317,0.992893,0.624089,0.368804,12.75397,0.439792,1280.469762,0.875,14,0.384615,5,0.615385,8,0.125,2,0.736842,0.875,0.8,0.889423,0.758621,0.268236,0.731764,0.241379,0.765154,0.758621,0.753223,0.889423,0.059,0.001,0.059115,0.00068,501418,40181,6482,?,?,?,?,?,?,0.16791,?
heart,6,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.26069,0.353787,52.540541,71.108149,28.793911,15.585945,13.207966,0.992893,0.537446,0.455447,14.247887,0.491306,1430.455655,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.889423,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.889423,0.064,0.001,0.062742,0.000449,512738,40181,6482,?,?,?,?,?,?,0.186567,?
heart,6,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.275172,0.363783,55.459459,73.117139,28.793911,17.197078,11.596833,0.992893,0.593003,0.399891,13.882091,0.478693,1393.730532,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.848558,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.848558,0.06,0.001,0.059969,0.000705,518200,40181,6482,?,?,?,?,?,?,0.179104,?
heart,7,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.300667,0.379517,60.447932,76.067721,29.906577,18.640942,11.265635,0.996886,0.621365,0.375521,12.539056,0.417969,1259.448038,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.848214,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.848214,0.06,0.001,0.060045,0.000775,500663,40040,6623,?,?,?,?,?,?,0.187266,?
heart,7,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.867257,0.261333,0.310236,52.54011,62.181579,29.906577,14.489333,15.417244,0.996886,0.482978,0.513908,15.757105,0.525237,1582.675362,0.875,14,0,0,1,14,0.125,2,1,0.875,0.933333,0.959821,0.933333,0.058333,0.941667,0.066667,0.941667,0.933333,0.933333,0.959821,0.062,0.001,0.061364,0.000721,527361,40040,6623,?,?,?,?,?,?,0.213483,?
heart,7,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.303667,0.385673,61.051071,77.301453,29.906577,19.08053,10.826047,0.996886,0.636018,0.360868,12.343703,0.411457,1239.8264,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.861607,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.861607,0.059,0.001,0.059653,0.000713,508348,40040,6623,?,?,?,?,?,?,0.183521,?
heart,7,4,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.222333,0.299327,44.699302,59.994968,29.906577,12.707131,17.199446,0.996886,0.423571,0.573315,17.506378,0.583546,1758.375865,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.962054,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.962054,0.06,0.001,0.060273,0.000704,514023,40040,6623,?,?,?,?,?,?,0.194757,?
heart,7,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,27,3,0,90,10,0,0.8,0.275333,0.322976,55.354758,64.734949,29.906577,15.277601,14.628976,0.996886,0.509253,0.487633,14.769789,0.492326,1483.507385,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.955357,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.955357,0.059,0.001,0.059211,0.00073,514975,40040,6623,?,?,?,?,?,?,0.198502,?
heart,7,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.250667,0.345688,50.395615,69.287175,29.906577,17.657148,12.249429,0.996886,0.588572,0.408314,15.857976,0.528599,1592.807094,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.921875,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.921875,0.06,0.001,0.060714,0.000697,513046,40040,6623,?,?,?,?,?,?,0.220974,?
heart,7,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.310333,0.418143,62.39138,83.809536,29.906577,23.617815,6.288762,0.996886,0.787261,0.209625,11.905819,0.396861,1195.84447,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.830357,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.830357,0.057,0.001,0.057551,0.000678,491177,40040,6623,?,?,?,?,?,?,0.157303,?
heart,7,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.285172,0.402368,57.474903,80.872421,28.793911,20.395592,8.39832,0.992893,0.703296,0.289597,12.763106,0.440107,1281.387002,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.817308,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.817308,0.058,0.001,0.058696,0.000674,507282,40181,6482,?,?,?,?,?,?,0.171642,?
heart,7,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.231379,0.322485,46.633205,64.816637,28.793911,13.710224,15.083687,0.992893,0.472766,0.520127,16.2459,0.560203,1631.051593,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.942308,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.942308,0.06,0.001,0.060252,0.000668,512680,40181,6482,?,?,?,?,?,?,0.190299,?
heart,7,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.493766,0.257931,0.362853,51.984556,72.930192,28.793911,16.476202,12.317709,0.992893,0.568145,0.424749,14.412441,0.496981,1446.976525,0.9375,15,0.461538,6,0.538462,7,0.0625,1,0.714286,0.9375,0.810811,0.932692,0.758621,0.282659,0.717341,0.241379,0.78633,0.758621,0.746194,0.932692,0.063,0.001,0.061785,0.000601,507715,40181,6482,?,?,?,?,?,?,0.19403,?
heart,8,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.263667,0.387492,53.009218,77.666113,29.906577,21.653043,8.253534,0.996886,0.721768,0.275118,14.549581,0.484986,1461.389243,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.886161,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.886161,0.068,0.001,0.068386,0.000875,504429,40040,6623,?,?,?,?,?,?,0.17603,?
heart,8,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,27,3,0,90,10,0,0.8,0.184667,0.25431,37.126557,50.971982,29.906577,10.121692,19.784885,0.996886,0.33739,0.659496,19.961564,0.665385,2004.979667,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.986607,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.986607,0.06,0.001,0.060406,0.000711,526928,40040,6623,?,?,?,?,?,?,0.194757,?
heart,8,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.282,0.379175,56.695067,75.999034,29.906577,18.650355,11.256222,0.996886,0.621678,0.375207,13.662332,0.455411,1372.272113,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.883929,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.883929,0.059,0.001,0.059462,0.000704,511159,40040,6623,?,?,?,?,?,?,0.179775,?
heart,8,4,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.587156,0.277667,0.403258,55.823866,80.826063,29.906577,23.319949,6.586628,0.996886,0.777332,0.219554,13.962415,0.465414,1402.413129,1,16,0.428571,6,0.571429,8,0,0,0.727273,1,0.842105,0.828125,0.8,0.228571,0.771429,0.2,0.854545,0.8,0.788517,0.828125,0.057,0.001,0.057029,0.00069,485352,40040,6623,?,?,?,?,?,?,0.168539,?
heart,8,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.29,0.352004,58.303438,70.553122,29.906577,17.013,12.893577,0.996886,0.5671,0.429786,13.543861,0.451462,1360.372722,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.912946,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.912946,0.064,0,0.06148,0.00068,502070,40040,6623,?,?,?,?,?,?,0.194757,?
heart,8,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.262,0.340176,52.674141,68.18253,29.906577,15.682759,14.223818,0.996886,0.522759,0.474127,15.066159,0.502205,1513.275326,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.917411,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.917411,0.059,0.001,0.059203,0.000712,510629,40040,6623,?,?,?,?,?,?,0.198502,?
heart,8,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,27,3,0,90,10,0,0.8,0.242667,0.323027,48.787245,64.745291,29.906577,14.899497,15.00708,0.996886,0.49665,0.500236,16.520989,0.5507,1659.401435,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.919643,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.919643,0.061,0,0.06065,0.000706,521003,40040,6623,?,?,?,?,?,?,0.187266,?
heart,8,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.569307,0.276552,0.364209,55.737452,73.202823,28.793911,16.512993,12.280918,0.992893,0.569414,0.42348,13.302844,0.458719,1335.575467,0.9375,15,0.384615,5,0.615385,8,0.0625,1,0.75,0.9375,0.833333,0.879808,0.793103,0.240219,0.759781,0.206897,0.812261,0.793103,0.785789,0.879808,0.059,0.001,0.05877,0.000698,511950,40181,6482,?,?,?,?,?,?,0.182836,?
heart,8,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.31069,0.396367,62.617761,79.6663,28.793911,19.525458,9.268453,0.992893,0.673292,0.319602,11.523977,0.397379,1156.981192,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.841346,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.841346,0.059,0,0.057534,0.000402,499833,40181,6482,?,?,?,?,?,?,0.16791,?
heart,8,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.295172,0.374562,59.490347,75.283625,28.793911,18.664892,10.12902,0.992893,0.643617,0.349277,12.686849,0.437478,1273.730991,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.875,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.875,0.059,0,0.058419,0.000693,497491,40181,6482,?,?,?,?,?,?,0.175373,?
heart,9,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,28,2,0,93.333333,6.666667,0,0.866071,0.218667,0.290287,43.962133,58.183093,29.906577,12.447714,17.458864,0.996886,0.414924,0.581962,18.015678,0.600523,1809.530933,0.9375,15,0.071429,1,0.928571,13,0.0625,1,0.9375,0.9375,0.9375,0.955357,0.933333,0.067262,0.932738,0.066667,0.933333,0.933333,0.933333,0.955357,0.065,0.001,0.064473,0.000764,518505,40040,6623,?,?,?,?,?,?,0.198502,?
heart,9,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1',-2260823972777004705,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.239333,0.323512,48.11709,64.842427,29.906577,14.621094,15.285483,0.996886,0.48737,0.509516,16.569962,0.552332,1664.320374,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.930804,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.930804,0.063,0.001,0.062622,0.00078,503663,40040,6623,?,?,?,?,?,?,0.172285,?
